filename,width,height,class,xmin,ymin,xmax,ymax
016.jpg,2560,1920,normal_cell,41,1509,72,1572
016.jpg,2560,1920,normal_cell,953,1333,986,1381
016.jpg,2560,1920,normal_cell,978,1291,1016,1321
016.jpg,2560,1920,normal_cell,1047,1305,1081,1337
016.jpg,2560,1920,normal_cell,241,548,286,614
016.jpg,2560,1920,normal_cell,54,691,84,732
016.jpg,2560,1920,normal_cell,348,266,389,303
016.jpg,2560,1920,normal_cell,795,76,833,123
016.jpg,2560,1920,normal_cell,831,79,866,129
017.jpg,2560,1920,normal_cell,740,31,799,96
017.jpg,2560,1920,normal_cell,792,88,831,123
017.jpg,2560,1920,normal_cell,835,84,860,123
017.jpg,2560,1920,normal_cell,979,2,1006,44
017.jpg,2560,1920,normal_cell,1176,195,1227,260
017.jpg,2560,1920,normal_cell,1400,193,1473,224
017.jpg,2560,1920,normal_cell,1454,480,1482,524
017.jpg,2560,1920,normal_cell,1493,554,1540,590
017.jpg,2560,1920,normal_cell,1564,709,1608,745
017.jpg,2560,1920,normal_cell,1644,669,1682,709
017.jpg,2560,1920,normal_cell,1653,581,1682,617
017.jpg,2560,1920,normal_cell,1693,626,1730,663
017.jpg,2560,1920,normal_cell,1710,521,1757,575
017.jpg,2560,1920,normal_cell,1811,357,1856,404
017.jpg,2560,1920,normal_cell,1896,332,1929,377
017.jpg,2560,1920,normal_cell,1916,281,1956,317
017.jpg,2560,1920,normal_cell,1931,332,1987,390
017.jpg,2560,1920,normal_cell,1904,422,1955,479
017.jpg,2560,1920,normal_cell,1207,771,1260,802
017.jpg,2560,1920,normal_cell,1333,848,1363,879
017.jpg,2560,1920,normal_cell,1462,967,1509,999
017.jpg,2560,1920,normal_cell,937,1152,1013,1201
017.jpg,2560,1920,normal_cell,975,1293,1012,1332
017.jpg,2560,1920,normal_cell,947,1332,989,1378
017.jpg,2560,1920,normal_cell,1048,1316,1070,1337
017.jpg,2560,1920,normal_cell,1407,1215,1443,1278
017.jpg,2560,1920,normal_cell,1485,1297,1533,1343
017.jpg,2560,1920,normal_cell,1435,1432,1483,1465
017.jpg,2560,1920,normal_cell,1424,1561,1457,1607
017.jpg,2560,1920,normal_cell,1553,1491,1597,1526
017.jpg,2560,1920,normal_cell,1725,1434,1757,1471
017.jpg,2560,1920,normal_cell,1761,1511,1798,1550
017.jpg,2560,1920,normal_cell,1667,1326,1696,1351
017.jpg,2560,1920,normal_cell,1567,1807,1599,1844
017.jpg,2560,1920,normal_cell,1530,1830,1561,1865
017.jpg,2560,1920,normal_cell,1876,1791,1913,1835
017.jpg,2560,1920,normal_cell,1927,1745,1964,1789
017.jpg,2560,1920,normal_cell,1108,1709,1153,1761
017.jpg,2560,1920,normal_cell,772,1871,849,1920
017.jpg,2560,1920,normal_cell,381,1782,448,1850
017.jpg,2560,1920,normal_cell,430,1665,467,1702
017.jpg,2560,1920,normal_cell,581,1370,625,1403
017.jpg,2560,1920,normal_cell,403,1245,447,1268
017.jpg,2560,1920,normal_cell,400,950,440,986
017.jpg,2560,1920,normal_cell,99,1202,126,1236
017.jpg,2560,1920,normal_cell,45,1161,81,1197
017.jpg,2560,1920,normal_cell,47,1493,91,1538
017.jpg,2560,1920,normal_cell,290,850,347,890
017.jpg,2560,1920,normal_cell,243,545,296,619
017.jpg,2560,1920,normal_cell,46,661,85,702
017.jpg,2560,1920,normal_cell,348,295,403,330
017.jpg,2560,1920,normal_cell,735,305,796,348
017.jpg,2560,1920,normal_cell,1568,1,1618,53
017.jpg,2560,1920,normal_cell,2001,1671,2034,1710
017.jpg,2560,1920,normal_cell,2077,1722,2118,1756
017.jpg,2560,1920,normal_cell,2091,1796,2129,1844
017.jpg,2560,1920,normal_cell,2191,1800,2245,1841
017.jpg,2560,1920,normal_cell,2267,1803,2321,1849
017.jpg,2560,1920,normal_cell,2053,1556,2100,1604
017.jpg,2560,1920,normal_cell,2004,1518,2045,1561
017.jpg,2560,1920,normal_cell,1993,1382,2050,1429
017.jpg,2560,1920,normal_cell,2176,1359,2229,1405
017.jpg,2560,1920,normal_cell,2476,1797,2508,1851
017.jpg,2560,1920,normal_cell,2528,1684,2560,1743
017.jpg,2560,1920,normal_cell,2247,1151,2286,1174
017.jpg,2560,1920,normal_cell,2151,1123,2201,1159
017.jpg,2560,1920,normal_cell,2281,1063,2327,1123
017.jpg,2560,1920,normal_cell,2503,1181,2545,1221
017.jpg,2560,1920,normal_cell,2401,947,2431,976
017.jpg,2560,1920,normal_cell,2424,902,2461,935
017.jpg,2560,1920,normal_cell,2466,901,2505,938
017.jpg,2560,1920,normal_cell,2296,870,2388,932
017.jpg,2560,1920,normal_cell,2156,824,2215,858
017.jpg,2560,1920,normal_cell,2063,974,2106,1027
017.jpg,2560,1920,normal_cell,2510,589,2560,639
018.jpg,2560,1920,normal_cell,778,98,819,134
018.jpg,2560,1920,normal_cell,829,70,857,109
018.jpg,2560,1920,normal_cell,977,9,1016,54
018.jpg,2560,1920,normal_cell,1193,212,1229,250
018.jpg,2560,1920,normal_cell,1409,186,1459,231
018.jpg,2560,1920,normal_cell,1538,6,1570,51
018.jpg,2560,1920,normal_cell,1442,471,1484,513
018.jpg,2560,1920,normal_cell,1512,558,1558,608
018.jpg,2560,1920,normal_cell,1572,683,1609,721
018.jpg,2560,1920,normal_cell,1664,660,1701,708
018.jpg,2560,1920,normal_cell,1700,613,1736,650
018.jpg,2560,1920,normal_cell,1668,554,1699,600
018.jpg,2560,1920,normal_cell,1716,499,1759,566
018.jpg,2560,1920,normal_cell,1782,361,1824,408
018.jpg,2560,1920,normal_cell,1868,336,1906,383
018.jpg,2560,1920,normal_cell,1897,288,1947,324
018.jpg,2560,1920,normal_cell,1914,339,1962,399
018.jpg,2560,1920,normal_cell,1896,425,1945,459
018.jpg,2560,1920,normal_cell,1207,739,1262,780
018.jpg,2560,1920,normal_cell,1312,831,1345,891
018.jpg,2560,1920,normal_cell,1452,931,1504,966
018.jpg,2560,1920,normal_cell,2143,790,2217,834
018.jpg,2560,1920,normal_cell,2086,989,2129,1032
018.jpg,2560,1920,normal_cell,2123,1103,2167,1137
018.jpg,2560,1920,normal_cell,2253,1153,2293,1180
018.jpg,2560,1920,normal_cell,2272,1071,2308,1125
018.jpg,2560,1920,normal_cell,2375,903,2415,957
018.jpg,2560,1920,normal_cell,2414,943,2460,984
018.jpg,2560,1920,normal_cell,2458,905,2496,944
018.jpg,2560,1920,normal_cell,2497,905,2539,945
018.jpg,2560,1920,normal_cell,2512,1180,2557,1217
018.jpg,2560,1920,normal_cell,2167,1359,2234,1419
018.jpg,2560,1920,normal_cell,2024,1380,2057,1429
018.jpg,2560,1920,normal_cell,2094,1544,2130,1577
018.jpg,2560,1920,normal_cell,2044,1528,2078,1567
018.jpg,2560,1920,normal_cell,1999,1670,2030,1709
018.jpg,2560,1920,normal_cell,2062,1703,2109,1758
018.jpg,2560,1920,normal_cell,2083,1788,2120,1819
018.jpg,2560,1920,normal_cell,2170,1790,2213,1836
018.jpg,2560,1920,normal_cell,2232,1794,2275,1846
018.jpg,2560,1920,normal_cell,1926,1750,1962,1788
018.jpg,2560,1920,normal_cell,1858,1774,1906,1815
018.jpg,2560,1920,normal_cell,2446,1785,2487,1840
018.jpg,2560,1920,normal_cell,2490,1696,2529,1786
018.jpg,2560,1920,normal_cell,1518,1825,1553,1866
018.jpg,2560,1920,normal_cell,1560,1801,1597,1847
018.jpg,2560,1920,normal_cell,1537,1467,1588,1501
018.jpg,2560,1920,normal_cell,1714,1424,1741,1470
018.jpg,2560,1920,normal_cell,1761,1512,1792,1546
018.jpg,2560,1920,normal_cell,1427,1546,1465,1586
018.jpg,2560,1920,normal_cell,1431,1431,1482,1470
018.jpg,2560,1920,normal_cell,1478,1278,1529,1307
018.jpg,2560,1920,normal_cell,1667,1320,1708,1352
018.jpg,2560,1920,normal_cell,1372,1223,1399,1284
018.jpg,2560,1920,normal_cell,1158,1684,1214,1751
018.jpg,2560,1920,normal_cell,929,1164,1019,1228
018.jpg,2560,1920,normal_cell,982,1287,1014,1315
018.jpg,2560,1920,normal_cell,1028,1334,1072,1366
018.jpg,2560,1920,normal_cell,948,1328,990,1370
018.jpg,2560,1920,normal_cell,577,1361,626,1401
018.jpg,2560,1920,normal_cell,427,1660,464,1718
018.jpg,2560,1920,normal_cell,394,1779,428,1833
018.jpg,2560,1920,normal_cell,388,1207,439,1263
018.jpg,2560,1920,normal_cell,102,1195,130,1232
018.jpg,2560,1920,normal_cell,45,1163,80,1201
018.jpg,2560,1920,normal_cell,38,1469,98,1512
018.jpg,2560,1920,normal_cell,792,1865,847,1920
018.jpg,2560,1920,normal_cell,401,949,434,988
018.jpg,2560,1920,normal_cell,282,834,319,875
018.jpg,2560,1920,normal_cell,45,631,80,678
018.jpg,2560,1920,normal_cell,248,537,300,606
018.jpg,2560,1920,normal_cell,354,323,401,360
018.jpg,2560,1920,normal_cell,749,317,811,359
018.jpg,2560,1920,normal_cell,2500,542,2559,589
018.jpg,2560,1920,normal_cell,729,29,774,78
018.jpg,2560,1920,normal_cell,764,46,805,99
019.jpg,2560,1920,normal_cell,2172,1355,2236,1420
019.jpg,2560,1920,normal_cell,735,20,763,54
019.jpg,2560,1920,normal_cell,748,57,787,92
019.jpg,2560,1920,normal_cell,821,53,851,90
019.jpg,2560,1920,normal_cell,740,91,804,126
019.jpg,2560,1920,normal_cell,979,8,1002,44
019.jpg,2560,1920,normal_cell,1195,200,1252,247
019.jpg,2560,1920,normal_cell,1403,183,1447,229
019.jpg,2560,1920,normal_cell,1453,472,1483,502
019.jpg,2560,1920,normal_cell,1533,571,1571,611
019.jpg,2560,1920,normal_cell,1591,657,1630,695
019.jpg,2560,1920,normal_cell,1217,717,1272,744
019.jpg,2560,1920,normal_cell,1673,657,1713,701
019.jpg,2560,1920,normal_cell,1708,605,1744,643
019.jpg,2560,1920,normal_cell,1681,550,1716,581
019.jpg,2560,1920,normal_cell,1719,507,1751,550
019.jpg,2560,1920,normal_cell,1761,358,1810,425
019.jpg,2560,1920,normal_cell,1875,425,1919,459
019.jpg,2560,1920,normal_cell,1847,347,1887,397
019.jpg,2560,1920,normal_cell,1880,278,1944,330
019.jpg,2560,1920,normal_cell,1891,340,1938,397
019.jpg,2560,1920,normal_cell,1507,10,1551,66
019.jpg,2560,1920,normal_cell,771,310,817,368
019.jpg,2560,1920,normal_cell,1289,809,1337,889
019.jpg,2560,1920,normal_cell,1424,889,1475,960
019.jpg,2560,1920,normal_cell,1336,1205,1380,1263
019.jpg,2560,1920,normal_cell,1466,1251,1530,1280
019.jpg,2560,1920,normal_cell,1682,1308,1717,1346
019.jpg,2560,1920,normal_cell,1704,1423,1737,1457
019.jpg,2560,1920,normal_cell,1760,1517,1796,1550
019.jpg,2560,1920,normal_cell,1538,1453,1579,1480
019.jpg,2560,1920,normal_cell,1427,1432,1484,1465
019.jpg,2560,1920,normal_cell,1413,1543,1451,1588
019.jpg,2560,1920,normal_cell,1180,1661,1234,1720
019.jpg,2560,1920,normal_cell,1552,1803,1602,1835
019.jpg,2560,1920,normal_cell,1513,1823,1548,1872
019.jpg,2560,1920,normal_cell,1849,1766,1897,1807
019.jpg,2560,1920,normal_cell,1925,1751,1960,1790
019.jpg,2560,1920,normal_cell,2000,1665,2033,1703
019.jpg,2560,1920,normal_cell,2063,1702,2106,1754
019.jpg,2560,1920,normal_cell,2062,1781,2107,1815
019.jpg,2560,1920,normal_cell,2145,1790,2180,1835
019.jpg,2560,1920,normal_cell,2206,1800,2246,1844
019.jpg,2560,1920,normal_cell,2414,1764,2455,1831
019.jpg,2560,1920,normal_cell,2470,1707,2512,1747
019.jpg,2560,1920,normal_cell,2044,1546,2096,1581
019.jpg,2560,1920,normal_cell,2111,1531,2161,1572
019.jpg,2560,1920,normal_cell,2024,1395,2070,1442
019.jpg,2560,1920,normal_cell,2130,1127,2160,1161
019.jpg,2560,1920,normal_cell,2267,1156,2304,1186
019.jpg,2560,1920,normal_cell,2274,1070,2322,1126
019.jpg,2560,1920,normal_cell,2081,1025,2139,1059
019.jpg,2560,1920,normal_cell,2394,921,2444,990
019.jpg,2560,1920,normal_cell,2453,961,2482,998
019.jpg,2560,1920,normal_cell,2481,928,2512,960
019.jpg,2560,1920,normal_cell,2512,909,2548,956
019.jpg,2560,1920,normal_cell,2160,774,2219,808
019.jpg,2560,1920,normal_cell,2509,1197,2551,1233
019.jpg,2560,1920,normal_cell,964,1209,1040,1257
019.jpg,2560,1920,normal_cell,980,1288,1022,1318
019.jpg,2560,1920,normal_cell,926,1325,979,1383
019.jpg,2560,1920,normal_cell,1016,1329,1065,1374
019.jpg,2560,1920,normal_cell,347,339,418,377
019.jpg,2560,1920,normal_cell,263,492,335,546
019.jpg,2560,1920,normal_cell,248,811,303,854
019.jpg,2560,1920,normal_cell,395,949,448,996
019.jpg,2560,1920,normal_cell,376,1199,411,1250
019.jpg,2560,1920,normal_cell,38,1169,84,1215
019.jpg,2560,1920,normal_cell,97,1189,144,1231
019.jpg,2560,1920,normal_cell,568,1363,616,1408
019.jpg,2560,1920,normal_cell,417,1647,484,1688
019.jpg,2560,1920,normal_cell,36,1463,85,1506
019.jpg,2560,1920,normal_cell,363,1808,442,1863
019.jpg,2560,1920,normal_cell,811,1869,847,1920
019.jpg,2560,1920,normal_cell,1,627,42,676
020.jpg,2560,1920,normal_cell,739,25,774,58
020.jpg,2560,1920,normal_cell,752,56,787,80
020.jpg,2560,1920,normal_cell,823,38,854,74
020.jpg,2560,1920,normal_cell,739,92,774,116
020.jpg,2560,1920,normal_cell,972,5,1007,44
020.jpg,2560,1920,normal_cell,780,318,817,363
020.jpg,2560,1920,normal_cell,357,358,413,387
020.jpg,2560,1920,normal_cell,261,466,342,508
020.jpg,2560,1920,normal_cell,238,786,286,822
020.jpg,2560,1920,normal_cell,394,953,430,989
020.jpg,2560,1920,normal_cell,345,1199,375,1251
020.jpg,2560,1920,normal_cell,564,1366,609,1406
020.jpg,2560,1920,normal_cell,454,1647,493,1690
020.jpg,2560,1920,normal_cell,428,1825,452,1879
020.jpg,2560,1920,normal_cell,978,1221,1045,1267
020.jpg,2560,1920,normal_cell,984,1295,1028,1318
020.jpg,2560,1920,normal_cell,938,1334,977,1379
020.jpg,2560,1920,normal_cell,1019,1350,1046,1385
020.jpg,2560,1920,normal_cell,1172,1621,1236,1661
020.jpg,2560,1920,normal_cell,1304,1180,1342,1234
020.jpg,2560,1920,normal_cell,1471,1216,1532,1244
020.jpg,2560,1920,normal_cell,1690,1298,1729,1331
020.jpg,2560,1920,normal_cell,1697,1403,1732,1432
020.jpg,2560,1920,normal_cell,1762,1511,1793,1548
020.jpg,2560,1920,normal_cell,1530,1447,1570,1485
020.jpg,2560,1920,normal_cell,1435,1431,1481,1460
020.jpg,2560,1920,normal_cell,1416,1550,1441,1596
020.jpg,2560,1920,normal_cell,1501,1829,1532,1873
020.jpg,2560,1920,normal_cell,1551,1805,1593,1840
020.jpg,2560,1920,normal_cell,1823,1766,1859,1803
020.jpg,2560,1920,normal_cell,1916,1756,1955,1792
020.jpg,2560,1920,normal_cell,2001,1658,2035,1698
020.jpg,2560,1920,normal_cell,2055,1695,2100,1744
020.jpg,2560,1920,normal_cell,2120,1793,2148,1832
020.jpg,2560,1920,normal_cell,2045,1790,2083,1834
020.jpg,2560,1920,normal_cell,2177,1803,2217,1851
020.jpg,2560,1920,normal_cell,2058,1554,2096,1590
020.jpg,2560,1920,normal_cell,2116,1547,2161,1580
020.jpg,2560,1920,normal_cell,2041,1390,2078,1435
020.jpg,2560,1920,normal_cell,2164,1363,2191,1395
020.jpg,2560,1920,normal_cell,2209,1369,2236,1412
020.jpg,2560,1920,normal_cell,2146,1138,2164,1171
020.jpg,2560,1920,normal_cell,2097,1050,2138,1083
020.jpg,2560,1920,normal_cell,2277,1067,2310,1122
020.jpg,2560,1920,normal_cell,2275,1160,2309,1192
020.jpg,2560,1920,normal_cell,2162,750,2229,786
020.jpg,2560,1920,normal_cell,1684,654,1725,695
020.jpg,2560,1920,normal_cell,1611,648,1654,703
020.jpg,2560,1920,normal_cell,1716,596,1753,640
020.jpg,2560,1920,normal_cell,1677,550,1713,581
020.jpg,2560,1920,normal_cell,1717,512,1764,560
020.jpg,2560,1920,normal_cell,1743,377,1797,444
020.jpg,2560,1920,normal_cell,1826,428,1897,477
020.jpg,2560,1920,normal_cell,1835,357,1874,400
020.jpg,2560,1920,normal_cell,1871,350,1916,403
020.jpg,2560,1920,normal_cell,1872,291,1924,339
020.jpg,2560,1920,normal_cell,1543,571,1597,623
020.jpg,2560,1920,normal_cell,1445,464,1486,508
020.jpg,2560,1920,normal_cell,1226,676,1296,724
020.jpg,2560,1920,normal_cell,1257,783,1312,840
020.jpg,2560,1920,normal_cell,1416,871,1477,913
020.jpg,2560,1920,normal_cell,1200,196,1275,234
020.jpg,2560,1920,normal_cell,1477,27,1522,76
020.jpg,2560,1920,normal_cell,1471,1,1497,19
020.jpg,2560,1920,normal_cell,817,1870,864,1918
020.jpg,2560,1920,normal_cell,2390,1753,2423,1809
020.jpg,2560,1920,normal_cell,2465,1685,2509,1716
020.jpg,2560,1920,normal_cell,2528,1187,2560,1224
020.jpg,2560,1920,normal_cell,2396,935,2457,1002
020.jpg,2560,1920,normal_cell,2478,982,2514,1016
020.jpg,2560,1920,normal_cell,2499,952,2537,983
020.jpg,2560,1920,normal_cell,2529,920,2560,956
020.jpg,2560,1920,normal_cell,18,1475,91,1517
020.jpg,2560,1920,normal_cell,43,1185,84,1228
020.jpg,2560,1920,normal_cell,102,1187,144,1242
020.jpg,2560,1920,normal_cell,1,601,19,668
020.jpg,2560,1920,normal_cell,1397,170,1454,232
021.jpg,2560,1920,normal_cell,1788,437,1839,489
021.jpg,2560,1920,normal_cell,1442,467,1477,505
021.jpg,2560,1920,normal_cell,1568,592,1601,620
021.jpg,2560,1920,normal_cell,1620,657,1667,703
021.jpg,2560,1920,normal_cell,1688,653,1733,696
021.jpg,2560,1920,normal_cell,1711,590,1758,633
021.jpg,2560,1920,normal_cell,1654,548,1705,588
021.jpg,2560,1920,normal_cell,1725,516,1764,566
021.jpg,2560,1920,normal_cell,1719,396,1773,463
021.jpg,2560,1920,normal_cell,1830,363,1872,409
021.jpg,2560,1920,normal_cell,1874,356,1928,411
021.jpg,2560,1920,normal_cell,1867,299,1923,345
021.jpg,2560,1920,normal_cell,1397,167,1458,200
021.jpg,2560,1920,normal_cell,1207,175,1282,206
021.jpg,2560,1920,normal_cell,1228,645,1299,692
021.jpg,2560,1920,normal_cell,1417,827,1500,869
021.jpg,2560,1920,normal_cell,1229,744,1278,813
021.jpg,2560,1920,normal_cell,1287,1189,1319,1241
021.jpg,2560,1920,normal_cell,1468,1192,1530,1224
021.jpg,2560,1920,normal_cell,984,1240,1048,1288
021.jpg,2560,1920,normal_cell,2174,722,2229,769
021.jpg,2560,1920,normal_cell,2120,1069,2155,1105
021.jpg,2560,1920,normal_cell,2270,1076,2323,1131
021.jpg,2560,1920,normal_cell,2151,1176,2191,1212
021.jpg,2560,1920,normal_cell,1696,1292,1730,1328
021.jpg,2560,1920,normal_cell,1697,1396,1735,1431
021.jpg,2560,1920,normal_cell,1509,1434,1561,1476
021.jpg,2560,1920,normal_cell,1429,1431,1481,1469
021.jpg,2560,1920,normal_cell,1765,1503,1803,1540
021.jpg,2560,1920,normal_cell,1414,1554,1449,1624
021.jpg,2560,1920,normal_cell,1164,1600,1225,1642
021.jpg,2560,1920,normal_cell,1006,1363,1045,1409
021.jpg,2560,1920,normal_cell,917,1329,967,1382
021.jpg,2560,1920,normal_cell,990,1302,1042,1343
021.jpg,2560,1920,normal_cell,783,308,833,353
021.jpg,2560,1920,normal_cell,732,79,767,118
021.jpg,2560,1920,normal_cell,759,49,798,75
021.jpg,2560,1920,normal_cell,746,18,788,49
021.jpg,2560,1920,normal_cell,812,18,850,56
021.jpg,2560,1920,normal_cell,973,1,1014,45
021.jpg,2560,1920,normal_cell,1467,36,1509,83
021.jpg,2560,1920,normal_cell,1449,1,1490,39
021.jpg,2560,1920,normal_cell,350,377,406,411
021.jpg,2560,1920,normal_cell,270,458,332,510
021.jpg,2560,1920,normal_cell,202,760,258,809
021.jpg,2560,1920,normal_cell,383,953,434,993
021.jpg,2560,1920,normal_cell,324,1185,362,1242
021.jpg,2560,1920,normal_cell,102,1184,145,1232
021.jpg,2560,1920,normal_cell,42,1199,88,1247
021.jpg,2560,1920,normal_cell,34,1488,89,1542
021.jpg,2560,1920,normal_cell,536,1364,594,1400
021.jpg,2560,1920,normal_cell,469,1633,517,1688
021.jpg,2560,1920,normal_cell,446,1816,488,1904
021.jpg,2560,1920,normal_cell,825,1874,872,1917
021.jpg,2560,1920,normal_cell,2068,1411,2112,1460
021.jpg,2560,1920,normal_cell,2154,1360,2192,1402
021.jpg,2560,1920,normal_cell,2202,1376,2241,1412
021.jpg,2560,1920,normal_cell,2053,1563,2098,1604
021.jpg,2560,1920,normal_cell,2119,1546,2176,1592
021.jpg,2560,1920,normal_cell,1999,1652,2036,1703
021.jpg,2560,1920,normal_cell,2062,1692,2105,1745
021.jpg,2560,1920,normal_cell,2159,1812,2200,1855
021.jpg,2560,1920,normal_cell,2094,1796,2134,1847
021.jpg,2560,1920,normal_cell,2023,1803,2065,1844
021.jpg,2560,1920,normal_cell,1906,1754,1949,1796
021.jpg,2560,1920,normal_cell,1794,1775,1829,1822
021.jpg,2560,1920,normal_cell,1487,1841,1535,1876
021.jpg,2560,1920,normal_cell,1551,1832,1609,1871
021.jpg,2560,1920,normal_cell,2361,1758,2405,1817
021.jpg,2560,1920,normal_cell,2446,1650,2531,1683
021.jpg,2560,1920,normal_cell,2432,940,2501,1023
021.jpg,2560,1920,normal_cell,2494,1014,2542,1058
021.jpg,2560,1920,normal_cell,2519,982,2560,1027
021.jpg,2560,1920,normal_cell,2520,1184,2560,1246
021.jpg,2560,1920,normal_cell,2276,1159,2321,1193
022.jpg,2560,1920,normal_cell,1875,301,1922,346
022.jpg,2560,1920,normal_cell,1884,374,1934,414
022.jpg,2560,1920,normal_cell,1822,363,1874,415
022.jpg,2560,1920,normal_cell,1720,416,1764,455
022.jpg,2560,1920,normal_cell,1731,521,1780,572
022.jpg,2560,1920,normal_cell,1708,580,1755,624
022.jpg,2560,1920,normal_cell,1701,650,1740,700
022.jpg,2560,1920,normal_cell,1622,651,1665,701
022.jpg,2560,1920,normal_cell,1572,589,1612,630
022.jpg,2560,1920,normal_cell,1651,552,1698,598
022.jpg,2560,1920,normal_cell,1431,468,1478,508
022.jpg,2560,1920,normal_cell,2180,697,2246,751
022.jpg,2560,1920,normal_cell,1476,795,1527,848
022.jpg,2560,1920,normal_cell,1179,719,1245,795
022.jpg,2560,1920,normal_cell,1229,627,1303,682
022.jpg,2560,1920,normal_cell,1281,1171,1321,1232
022.jpg,2560,1920,normal_cell,1460,1166,1548,1200
022.jpg,2560,1920,normal_cell,2101,1115,2191,1152
022.jpg,2560,1920,normal_cell,2272,1081,2317,1134
022.jpg,2560,1920,normal_cell,2282,1163,2329,1198
022.jpg,2560,1920,normal_cell,2140,1175,2185,1210
022.jpg,2560,1920,normal_cell,2151,1357,2194,1396
022.jpg,2560,1920,normal_cell,2207,1381,2246,1415
022.jpg,2560,1920,normal_cell,2065,1443,2116,1495
022.jpg,2560,1920,normal_cell,2144,1533,2182,1573
022.jpg,2560,1920,normal_cell,2057,1582,2110,1625
022.jpg,2560,1920,normal_cell,2000,1660,2042,1709
022.jpg,2560,1920,normal_cell,2058,1687,2115,1737
022.jpg,2560,1920,normal_cell,1897,1752,1943,1796
022.jpg,2560,1920,normal_cell,1765,1786,1804,1828
022.jpg,2560,1920,normal_cell,2009,1843,2052,1875
022.jpg,2560,1920,normal_cell,2081,1828,2118,1874
022.jpg,2560,1920,normal_cell,2153,1829,2192,1875
022.jpg,2560,1920,normal_cell,2348,1772,2380,1811
022.jpg,2560,1920,normal_cell,1496,1850,1533,1886
022.jpg,2560,1920,normal_cell,1557,1851,1611,1888
022.jpg,2560,1920,normal_cell,1417,1569,1464,1614
022.jpg,2560,1920,normal_cell,1442,1425,1485,1464
022.jpg,2560,1920,normal_cell,1512,1418,1562,1466
022.jpg,2560,1920,normal_cell,1700,1387,1738,1428
022.jpg,2560,1920,normal_cell,1694,1287,1742,1334
022.jpg,2560,1920,normal_cell,1161,1592,1198,1657
022.jpg,2560,1920,normal_cell,1025,1384,1061,1432
022.jpg,2560,1920,normal_cell,893,1350,964,1388
022.jpg,2560,1920,normal_cell,997,1262,1060,1308
022.jpg,2560,1920,normal_cell,998,1316,1074,1361
022.jpg,2560,1920,normal_cell,1770,1488,1809,1519
022.jpg,2560,1920,normal_cell,727,77,768,118
022.jpg,2560,1920,normal_cell,781,48,813,81
022.jpg,2560,1920,normal_cell,818,8,858,50
022.jpg,2560,1920,normal_cell,752,12,797,47
022.jpg,2560,1920,normal_cell,968,2,1013,52
022.jpg,2560,1920,normal_cell,1187,153,1265,196
022.jpg,2560,1920,normal_cell,1410,151,1462,191
022.jpg,2560,1920,normal_cell,1432,15,1494,55
022.jpg,2560,1920,normal_cell,1461,50,1506,89
022.jpg,2560,1920,normal_cell,792,308,837,357
022.jpg,2560,1920,normal_cell,342,380,389,423
022.jpg,2560,1920,normal_cell,253,450,299,522
022.jpg,2560,1920,normal_cell,364,949,440,1001
022.jpg,2560,1920,normal_cell,305,1175,359,1221
022.jpg,2560,1920,normal_cell,513,1352,565,1404
022.jpg,2560,1920,normal_cell,497,1636,538,1707
022.jpg,2560,1920,normal_cell,495,1805,540,1920
022.jpg,2560,1920,normal_cell,814,1883,883,1920
022.jpg,2560,1920,normal_cell,2490,1582,2560,1646
022.jpg,2560,1920,normal_cell,2523,1183,2560,1238
022.jpg,2560,1920,normal_cell,2455,969,2520,1038
022.jpg,2560,1920,normal_cell,2512,1050,2557,1090
022.jpg,2560,1920,normal_cell,173,750,227,796
022.jpg,2560,1920,normal_cell,107,1175,149,1228
022.jpg,2560,1920,normal_cell,51,1202,98,1250
022.jpg,2560,1920,normal_cell,54,1491,114,1546
022.jpg,2560,1920,normal_cell,1801,423,1870,482
023.jpg,2560,1920,normal_cell,752,13,794,51
023.jpg,2560,1920,normal_cell,723,71,768,106
023.jpg,2560,1920,normal_cell,784,57,825,89
023.jpg,2560,1920,normal_cell,819,8,858,60
023.jpg,2560,1920,normal_cell,972,1,1006,54
023.jpg,2560,1920,normal_cell,1130,5,1204,42
023.jpg,2560,1920,normal_cell,1174,137,1229,193
023.jpg,2560,1920,normal_cell,1397,142,1471,179
023.jpg,2560,1920,normal_cell,1419,19,1484,69
023.jpg,2560,1920,normal_cell,1455,58,1509,100
023.jpg,2560,1920,normal_cell,1886,313,1928,360
023.jpg,2560,1920,normal_cell,1836,361,1880,402
023.jpg,2560,1920,normal_cell,1909,373,1946,422
023.jpg,2560,1920,normal_cell,1852,409,1894,458
023.jpg,2560,1920,normal_cell,1803,416,1849,463
023.jpg,2560,1920,normal_cell,1707,424,1755,471
023.jpg,2560,1920,normal_cell,1735,524,1788,573
023.jpg,2560,1920,normal_cell,1643,548,1687,602
023.jpg,2560,1920,normal_cell,1696,579,1734,624
023.jpg,2560,1920,normal_cell,1697,642,1743,698
023.jpg,2560,1920,normal_cell,1626,658,1667,706
023.jpg,2560,1920,normal_cell,1575,590,1617,632
023.jpg,2560,1920,normal_cell,1438,470,1475,508
023.jpg,2560,1920,normal_cell,1239,631,1290,685
023.jpg,2560,1920,normal_cell,1147,715,1191,776
023.jpg,2560,1920,normal_cell,1488,750,1549,802
023.jpg,2560,1920,normal_cell,1471,1148,1541,1187
023.jpg,2560,1920,normal_cell,1274,1151,1316,1227
023.jpg,2560,1920,normal_cell,972,1285,1057,1334
